"","node","mean","median","sd","n","CI_upper","CI_lower"
"262","677",-0.403140656497493,-0.4133193,0.420997140849932,18005,-0.396991172794694,-0.409290140200292
"263","678",0.0955625204591808,0.07388735,0.311172813897598,18005,0.100107805835595,0.0910172350827668
"264","679",0.119944354260219,0.1132156,0.313233749980738,18005,0.124519743624585,0.115368964895854
"265","680",-0.00108382493284406,0.01066471,0.203368303153973,18005,0.00188676546923418,-0.0040544153349223
"266","681",0.0166400163583615,0.02414529,0.194456003884956,18005,0.0194804252608727,0.0137996074558503
"267","682",0.0431704858842499,0.0473402,0.175901321872078,18005,0.045739867495653,0.0406011042728468
"268","683",0.0566648103579493,0.06327309,0.1794529184504,18005,0.0592860699589112,0.0540435507569873
"269","684",0.0677320556698504,0.06523131,0.217370876531845,18005,0.0709071809450411,0.0645569303946597
"270","685",0.0776619115555785,0.06270454,0.226899323305603,18005,0.0809762183654227,0.0743476047457343
"271","686",0.0472762860577738,0.0195432,0.274264980835544,18005,0.0512824606044504,0.0432701115110973
"272","687",-0.0242941507220262,-0.03821672,0.334092133736797,18005,-0.019414084013022,-0.0291742174310303
"273","688",-0.0445052460389332,-0.08800858,0.328872820552796,18005,-0.0397014175706449,-0.0493090745072215
"274","689",0.00735100637252383,-0.02255299,0.315495703634465,18005,0.0119594359782126,0.00274257676683503
